 TOTAL,AMOUNT,DATE,DATE OF EVENT,DESCRIPTION,DISCOUNT,DONATION,ESTIMATE TOTAL,ESTIMATED HOURS,ESTIMATED TOTAL,HOURS,HOURS/UNITS,OCCURANCE,SUBTOTAL,TOTAL,rate,sheet
,,,2015-03-04,,,,,,,,,,,0,Part-time Member Weekday Rate,215010 Ever Forward Club
,,,2015-03-04,Total,,,,,,,,,1580,1580,Part-time Member Weekday Rate,215010 Ever Forward Club
,315,,2015-01-31,On Broadway,,,,,,5,,,1575,1575,Non Member Weekend Rate,2187 AlterConf
,,,2015-01-31,Atrium,,,,,,,,,0,0,Non Member Weekend Rate,2187 AlterConf
,,,2015-01-31,Jingletown Lounge,,,,,,,,,0,0,Non Member Weekend Rate,2187 AlterConf
,,,2015-01-31,OMI Gallery,,,,,,,,,0,0,Non Member Weekend Rate,2187 AlterConf
,,,2015-01-31,Meridian Room,,,,,,,,,0,0,Non Member Weekend Rate,2187 AlterConf
,,,2015-01-31,Uptown,,,,,,,,,0,0,Non Member Weekend Rate,2187 AlterConf
,,,2015-01-31,Downtown,,,,,,,,,0,0,Non Member Weekend Rate,2187 AlterConf
,,,2015-01-31,East Oakland,,,,,,,,,0,0,Non Member Weekend Rate,2187 AlterConf
,,,2015-01-31,West Oakland,,,,,,,,,0,0,Non Member Weekend Rate,2187 AlterConf
,100,,2015-01-31,Set Up & Break Down,,,,,,2,,,200,200,Non Member Weekend Rate,2187 AlterConf
,30,,2015-01-31,Staffing,,,,,,7,,,210,210,Non Member Weekend Rate,2187 AlterConf
,250,,2015-01-31,Standard Janitorial Fee,,,,,,Flat Fee,,,250,250,Non Member Weekend Rate,2187 AlterConf
,50,,2015-01-31,Waste Removal Fee (Medium Party) ,,,,,,Flat Fee,,,50,50,Non Member Weekend Rate,2187 AlterConf
,40,,2015-01-31,A/V Technician,,,,,,,,,0,0,Non Member Weekend Rate,2187 AlterConf
,,,2015-01-31,Coffee Service ($10/thermos),,,,,,,,,0,0,Non Member Weekend Rate,2187 AlterConf
,,,2015-01-31,,,,,,,,,,,0,Non Member Weekend Rate,2187 AlterConf
,,,2015-01-31,Total,,,,,,,,,,2285,Non Member Weekend Rate,2187 AlterConf
,315,,2015-11-15,On Broadway,0.35,,,,,,4.5,,1417.5,921.375,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc.",715012 Urban Beauty Inc
,225,,2015-11-15,Atrium,0.5,,,,,,4.5,,1012.5,506.25,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc.",715012 Urban Beauty Inc
,,,2015-11-15,Jingletown Lounge,,,,,,,,,,0,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc.",715012 Urban Beauty Inc
,,,2015-11-15,OMI Gallery,,,,,,,,,,0,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc.",715012 Urban Beauty Inc
,,,2015-11-15,Meridian Room,,,,,,,,,,0,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc.",715012 Urban Beauty Inc
,,,2015-11-15,Uptown,,,,,,,,,,0,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc.",715012 Urban Beauty Inc
,,,2015-11-15,Downtown,,,,,,,,,,0,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc.",715012 Urban Beauty Inc
,,,2015-11-15,East Oakland,,,,,,,,,,0,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc.",715012 Urban Beauty Inc
,,,2015-11-15,West Oakland,,,,,,,,,,0,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc.",715012 Urban Beauty Inc
,75,,2015-11-15,Set Up & Reset,,,,,,,4,,300,300,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc.",715012 Urban Beauty Inc
,30,,2015-11-15,IHO Staffing,,,,,,,8.5,,255,255,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc.",715012 Urban Beauty Inc
,300,,2015-11-15,Large Party Janitorial/Waste Removal Fee,,,,,,,Flat Fee,,300,300,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc.",715012 Urban Beauty Inc
,,,2015-11-15,Additional Services As Needed,,,,,,,,,,,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc.",715012 Urban Beauty Inc
,40,,2015-11-15,Speciality A/V Sound Technician,,,,,,,7.5,,300,300,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc.",715012 Urban Beauty Inc
,,,2015-11-15,Coffee Service,,,,,,,,,,0,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc.",715012 Urban Beauty Inc
,300 people,,2015-11-15,"Compostables: cutlery, sm plates, napkins, cups",,,,,,,1,,233.88,233.88,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc.",715012 Urban Beauty Inc
,,,2015-11-15,Security (Outsourced upon request),,,,,,,,,,,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc.",715012 Urban Beauty Inc
,,,2015-11-15,Total,,,,,,,,,3818.88,2816.505,"Non Member Wkend Rate - Discounts for: Multi-room, Fullday, & Founders disc.",715012 Urban Beauty Inc
,315,,2015-08-08,On Broadway,,,,,,,3,,945,945,Non Member Weekend Rate,715013-2 Dinner Lab
,,,2015-08-08,Atrium,,,,,,,,,,0,Non Member Weekend Rate,715013-2 Dinner Lab
,,,2015-08-08,Jingletown Lounge,,,,,,,,,,0,Non Member Weekend Rate,715013-2 Dinner Lab
,,,2015-08-08,OMI Gallery,,,,,,,,,,0,Non Member Weekend Rate,715013-2 Dinner Lab
,,,2015-08-08,Meridian Room,,,,,,,,,,0,Non Member Weekend Rate,715013-2 Dinner Lab
,,,2015-08-08,Uptown,,,,,,,,,,0,Non Member Weekend Rate,715013-2 Dinner Lab
,,,2015-08-08,Downtown,,,,,,,,,,0,Non Member Weekend Rate,715013-2 Dinner Lab
,,,2015-08-08,East Oakland,,,,,,,,,,0,Non Member Weekend Rate,715013-2 Dinner Lab
,,,2015-08-08,West Oakland,,,,,,,,,,0,Non Member Weekend Rate,715013-2 Dinner Lab
,75,,2015-08-08,Set Up & Reset ,,,,,,,4.5,,337.5,337.5,Non Member Weekend Rate,715013-2 Dinner Lab
,30,,2015-08-08,IHO Staffing ,,,,,,,7.5,,225,225,Non Member Weekend Rate,715013-2 Dinner Lab
,200,,2015-08-08,Sm Party Janitorial/Waste Removal Fee ,,,,,,,Flat Fee,,200,200,Non Member Weekend Rate,715013-2 Dinner Lab
,,,2015-08-08,Additional Services As Needed,,,,,,,,,,,Non Member Weekend Rate,715013-2 Dinner Lab
,,,2015-08-08,Speciality A/V Sound Technician ,,,,,,,,,,0,Non Member Weekend Rate,715013-2 Dinner Lab
,,,2015-08-08,Coffee Service ,,,,,,,,,,0,Non Member Weekend Rate,715013-2 Dinner Lab
,,,2015-08-08,"Compostables: cutlery, sm plates, napkins, cups",,,,,,,,,,0,Non Member Weekend Rate,715013-2 Dinner Lab
,,,2015-08-08,Security (Outsourced upon request),,,,,,,,,,,Non Member Weekend Rate,715013-2 Dinner Lab
,,,2015-08-08,Total,,,,,,,,,1707.5,1707.5,Non Member Weekend Rate,715013-2 Dinner Lab
,315,,2014-12-13,On Broadway,,,,,,5,,,1575,1575,Non Member Weekend Rate,2165 Marie Bernardo
,,,2014-12-13,Atrium,,,,,,,,,0,0,Non Member Weekend Rate,2165 Marie Bernardo
,,,2014-12-13,Jingletown Lounge,,,,,,,,,0,0,Non Member Weekend Rate,2165 Marie Bernardo
,,,2014-12-13,OMI Gallery,,,,,,,,,0,0,Non Member Weekend Rate,2165 Marie Bernardo
,,,2014-12-13,Meridian Room,,,,,,,,,0,0,Non Member Weekend Rate,2165 Marie Bernardo
,,,2014-12-13,Uptown,,,,,,,,,0,0,Non Member Weekend Rate,2165 Marie Bernardo
,,,2014-12-13,Downtown,,,,,,,,,0,0,Non Member Weekend Rate,2165 Marie Bernardo
,30,,2014-12-13,Weekend Staffing ,,,,,,5,,,150,150,Non Member Weekend Rate,2165 Marie Bernardo
,75,,2014-12-13,Set Up & Break Down,,,,,,4,,,300,300,Non Member Weekend Rate,2165 Marie Bernardo
,500,,2014-12-13,Large Party Janitorial Fee,,,,,,Flat Fee,,,500,500,Non Member Weekend Rate,2165 Marie Bernardo
,,,2014-12-13,,,,,,,,,,,0,Non Member Weekend Rate,2165 Marie Bernardo
,,,2014-12-13,Total,,,,,,,,,2525,2525,Non Member Weekend Rate,2165 Marie Bernardo
,140,2014-05-24,,On Broadway,,,,,,7,,,,980,,2055 United Roots_Revised
,60,2014-05-24,,Gallery,,,,,,4,,,,240,,2055 United Roots_Revised
,90,2014-05-24,,Atrium,,,,,,4,,,,360,,2055 United Roots_Revised
,25,2014-05-24,,Downtown,,,,,,4,,,,100,,2055 United Roots_Revised
,45,2014-05-24,,Meridian Room,,,,,,4,,,,comped,,2055 United Roots_Revised
,50,2014-05-24,,Set-up/Break-down ,,,,,,3.5,,,,175,,2055 United Roots_Revised
,,2014-05-24,,Large party cleaning fee,,,,,,,,,,comped,,2055 United Roots_Revised
,30,2014-05-24,,Coffee Service - $30/day unlimited use,,,,,,1,,,,30,,2055 United Roots_Revised
,30,2014-05-24,,A/V Tech Support,,,,,,2,,,,60,,2055 United Roots_Revised
,,2014-05-24,,Other,,,,,,,,,,,,2055 United Roots_Revised
,,2014-05-24,,Total,,,,,,,,,,1945,,2055 United Roots_Revised
,210,,2014-10-11,On Broadway,,,,,,2,,,420,420,Full Time Member Weekend Rate,2123 Peers
,,,2014-10-11,Atrium,,,,,,,,,,0,Full Time Member Weekend Rate,2123 Peers
,,,2014-10-11,Jingletown Lounge,,,,,,,,,,0,Full Time Member Weekend Rate,2123 Peers
,,,2014-10-11,OMI Gallery,,,,,,,,,,0,Full Time Member Weekend Rate,2123 Peers
,,,2014-10-11,The Courtyard,,,,,,,,,,0,Full Time Member Weekend Rate,2123 Peers
,,,2014-10-11,Uptown,,,,,,,,,,0,Full Time Member Weekend Rate,2123 Peers
,,,2014-10-11,Downtown,,,,,,,,,,0,Full Time Member Weekend Rate,2123 Peers
,,,2014-10-11,East Oakland,,,,,,,,,,0,Full Time Member Weekend Rate,2123 Peers
,,,2014-10-11,West Oakland,,,,,,,,,,0,Full Time Member Weekend Rate,2123 Peers
,75,,2014-10-11,Set Up & Break Down,,,,,,2,,,150,150,Full Time Member Weekend Rate,2123 Peers
,250,,2014-10-11,Standard Janitorial Fee,,,,,,Flat Fee,,,250,250,Full Time Member Weekend Rate,2123 Peers
,,,2014-10-11,A/V sound Technician,,,,,,,,,,0,Full Time Member Weekend Rate,2123 Peers
,,,2014-10-11,Coffee Service ($10/thermos),,,,,,,,,,0,Full Time Member Weekend Rate,2123 Peers
,,,2014-10-11,,,,,,,,,,,0,Full Time Member Weekend Rate,2123 Peers
,,,2014-10-11,Total,,,,,,,,,820,820,Full Time Member Weekend Rate,2123 Peers
,180,,2015-04-09,On Broadway,0.15,,,,,,1.75,,315,267.75,Full Time Member Weekday Rate -- Multi-Room Discount,315001-2 Presidio Kunstler
,,,2015-04-09,Atrium,,,,,,,,,0,0,Full Time Member Weekday Rate -- Multi-Room Discount,315001-2 Presidio Kunstler
,,,2015-04-09,Jingletown Lounge,,,,,,,,,0,0,Full Time Member Weekday Rate -- Multi-Room Discount,315001-2 Presidio Kunstler
,60,,2015-04-09,OMI Gallery,0.15,,,,,,3.25,,195,165.75,Full Time Member Weekday Rate -- Multi-Room Discount,315001-2 Presidio Kunstler
,,,2015-04-09,Meridian Room,,,,,,,,,0,0,Full Time Member Weekday Rate -- Multi-Room Discount,315001-2 Presidio Kunstler
,,,2015-04-09,Uptown,,,,,,,,,0,0,Full Time Member Weekday Rate -- Multi-Room Discount,315001-2 Presidio Kunstler
,,,2015-04-09,Downtown,,,,,,,,,0,0,Full Time Member Weekday Rate -- Multi-Room Discount,315001-2 Presidio Kunstler
,,,2015-04-09,East Oakland,,,,,,,,,0,0,Full Time Member Weekday Rate -- Multi-Room Discount,315001-2 Presidio Kunstler
,,,2015-04-09,West Oakland,,,,,,,,,0,0,Full Time Member Weekday Rate -- Multi-Room Discount,315001-2 Presidio Kunstler
,75,,2015-04-09,Set Up & Reset,,,,,,,3,,225,225,Full Time Member Weekday Rate -- Multi-Room Discount,315001-2 Presidio Kunstler
,40,,2015-04-09,IHO Staffing,,,,,,,5,,200,200,Full Time Member Weekday Rate -- Multi-Room Discount,315001-2 Presidio Kunstler
,300,,2015-04-09,Large Party Janitorial Fee,,,,,,,Flat Fee,,300,300,Full Time Member Weekday Rate -- Multi-Room Discount,315001-2 Presidio Kunstler
,40,,2015-04-09,A/V Technician,,,,,,,5,,200,200,Full Time Member Weekday Rate -- Multi-Room Discount,315001-2 Presidio Kunstler
,,,2015-04-09,Coffee Service ,,,,,,,,,0,0,Full Time Member Weekday Rate -- Multi-Room Discount,315001-2 Presidio Kunstler
,,,2015-04-09,Security,,,,,,,,,0,0,Full Time Member Weekday Rate -- Multi-Room Discount,315001-2 Presidio Kunstler
,,,2015-04-09,,,,,,,,,,,0,Full Time Member Weekday Rate -- Multi-Room Discount,315001-2 Presidio Kunstler
,,,2015-04-09,Total,,,,,,,,,1435,1358.5,Full Time Member Weekday Rate -- Multi-Room Discount,315001-2 Presidio Kunstler
,295,,2014-12-10,On Broadway,0.1,,,,,3,,,885,796.5,Non Member Weekday Rate -- Multi-Room Discount,2182 Diversity Challenge_Rev1
,195,,2014-12-10,Atrium,0.1,,,,,3,,,585,526.5,Non Member Weekday Rate -- Multi-Room Discount,2182 Diversity Challenge_Rev1
,,,2014-12-10,Jingletown Lounge,,,,,,,,,,0,Non Member Weekday Rate -- Multi-Room Discount,2182 Diversity Challenge_Rev1
,,,2014-12-10,OMI Gallery,,,,,,,,,,0,Non Member Weekday Rate -- Multi-Room Discount,2182 Diversity Challenge_Rev1
,,,2014-12-10,Meridian Room,,,,,,,,,,0,Non Member Weekday Rate -- Multi-Room Discount,2182 Diversity Challenge_Rev1
,,,2014-12-10,Uptown,,,,,,,,,,0,Non Member Weekday Rate -- Multi-Room Discount,2182 Diversity Challenge_Rev1
,,,2014-12-10,Downtown,,,,,,,,,,0,Non Member Weekday Rate -- Multi-Room Discount,2182 Diversity Challenge_Rev1
,,,2014-12-10,East Oakland,,,,,,,,,,0,Non Member Weekday Rate -- Multi-Room Discount,2182 Diversity Challenge_Rev1
,75,,2014-12-10,Early Set Up,,,,,,Flat Fee,,,75,75,Non Member Weekday Rate -- Multi-Room Discount,2182 Diversity Challenge_Rev1
,30,,2014-12-10,Staffing (Site Manager),,,,,,5,,,150,150,Non Member Weekday Rate -- Multi-Room Discount,2182 Diversity Challenge_Rev1
,75,,2014-12-10,Set Up & Break Down,1,,,,,2,,,150,0,Non Member Weekday Rate -- Multi-Room Discount,2182 Diversity Challenge_Rev1
,500,,2014-12-10,Large Party Janitorial Fee,0.5,,,,,Flat Fee,,,500,250,Non Member Weekday Rate -- Multi-Room Discount,2182 Diversity Challenge_Rev1
,40,,2014-12-10,A/V Technician,,,,,,5,,,200,200,Non Member Weekday Rate -- Multi-Room Discount,2182 Diversity Challenge_Rev1
,,,2014-12-10,Coffee Service ($10/thermos),,,,,,,,,,0,Non Member Weekday Rate -- Multi-Room Discount,2182 Diversity Challenge_Rev1
,,,2014-12-10,,,,,,,,,,,0,Non Member Weekday Rate -- Multi-Room Discount,2182 Diversity Challenge_Rev1
,,,2014-12-10,Total,,,,,,,,,2545,1998,Non Member Weekday Rate -- Multi-Room Discount,2182 Diversity Challenge_Rev1
,295,,2015-05-21,On Broadway,,,,,,,2,,590,590,Non Member Weekday Rate,415018 Worksafe
,,,2015-05-21,Atrium,,,,,,,,,,0,Non Member Weekday Rate,415018 Worksafe
,,,2015-05-21,Jingletown Lounge,,,,,,,,,,0,Non Member Weekday Rate,415018 Worksafe
,,,2015-05-21,OMI Gallery,,,,,,,,,,0,Non Member Weekday Rate,415018 Worksafe
,,,2015-05-21,Meridian Room,,,,,,,,,,0,Non Member Weekday Rate,415018 Worksafe
,,,2015-05-21,Uptown,,,,,,,,,,0,Non Member Weekday Rate,415018 Worksafe
,,,2015-05-21,Downtown,,,,,,,,,,0,Non Member Weekday Rate,415018 Worksafe
,,,2015-05-21,East Oakland,,,,,,,,,,0,Non Member Weekday Rate,415018 Worksafe
,,,2015-05-21,West Oakland,,,,,,,,,,0,Non Member Weekday Rate,415018 Worksafe
,50,,2015-05-21,Set Up & Reset,,,,,,,2,,100,100,Non Member Weekday Rate,415018 Worksafe
,40,,2015-05-21,IHO Staffing,,,,,,,4,,160,160,Non Member Weekday Rate,415018 Worksafe
,300,,2015-05-21,Standard Janitorial Fee,,,,,,,Flat Fee,,300,300,Non Member Weekday Rate,415018 Worksafe
,40,,2015-05-21,A/V Technician,,,,,,,3.5,,140,140,Non Member Weekday Rate,415018 Worksafe
,,,2015-05-21,Coffee Service ,,,,,,,,,,0,Non Member Weekday Rate,415018 Worksafe
,,,2015-05-21,Security,,,,,,,,,,0,Non Member Weekday Rate,415018 Worksafe
,,,2015-05-21,,,,,,,,,,,0,Non Member Weekday Rate,415018 Worksafe
,,,2015-05-21,Total,,,,,,,,,1290,1290,Non Member Weekday Rate,415018 Worksafe
,180,,2015-07-04,On Broadway,0.15,,,,,,7.5,,1350,1147.5,Full Time Member Weekend Rate,515001 HipHopForChange
,,,2015-07-04,Atrium,,,,,,,,,,0,Full Time Member Weekend Rate,515001 HipHopForChange
,,,2015-07-04,Jingletown Lounge,,,,,,,,,,0,Full Time Member Weekend Rate,515001 HipHopForChange
,,,2015-07-04,OMI Gallery,,,,,,,,,,0,Full Time Member Weekend Rate,515001 HipHopForChange
,,,2015-07-04,Meridian Room,,,,,,,,,,0,Full Time Member Weekend Rate,515001 HipHopForChange
,,,2015-07-04,Uptown,,,,,,,,,,0,Full Time Member Weekend Rate,515001 HipHopForChange
,,,2015-07-04,Downtown,,,,,,,,,,0,Full Time Member Weekend Rate,515001 HipHopForChange
,,,2015-07-04,East Oakland,,,,,,,,,,0,Full Time Member Weekend Rate,515001 HipHopForChange
,,,2015-07-04,West Oakland,,,,,,,,,,0,Full Time Member Weekend Rate,515001 HipHopForChange
,75,,2015-07-04,Set Up & Reset,,,,,,,2.5,,187.5,187.5,Full Time Member Weekend Rate,515001 HipHopForChange
,50,,2015-07-04,IHO Staffing,,,,,,,8,,400,400,Full Time Member Weekend Rate,515001 HipHopForChange
,300,,2015-07-04,Standard Janitorial/Waste Removal Fee,,,,,,,Flat Fee,,300,300,Full Time Member Weekend Rate,515001 HipHopForChange
,40,,2015-07-04,A/V Sound Technician (Full time),,,,,,,9,,360,360,Full Time Member Weekend Rate,515001 HipHopForChange
,,,2015-07-04,Coffee Service ,,,,,,,,,,0,Full Time Member Weekend Rate,515001 HipHopForChange
,,,2015-07-04,Compostable dishware,,,,,,,,,,,Full Time Member Weekend Rate,515001 HipHopForChange
,,,2015-07-04,Security,,,,,,,,,,0,Full Time Member Weekend Rate,515001 HipHopForChange
,,,2015-07-04,,,,,,,,,,,0,Full Time Member Weekend Rate,515001 HipHopForChange
,,,2015-07-04,Total,,,,,,,,,2597.5,2395,Full Time Member Weekend Rate,515001 HipHopForChange
,295,,2015-11-12,On Broadway,0.3,,,,,,4,,1180,826,Non-member Weekday Rate - Marketing Partner Discount,715002 Bike East Bay
,195,,2015-11-12,Atrium,0.5,,,,,,4,,780,390,Non-member Weekday Rate - Marketing Partner Discount,715002 Bike East Bay
,,,2015-11-12,Jingletown Lounge,,,,,,,,,,0,Non-member Weekday Rate - Marketing Partner Discount,715002 Bike East Bay
,,,2015-11-12,OMI Gallery,,,,,,,,,,0,Non-member Weekday Rate - Marketing Partner Discount,715002 Bike East Bay
,,,2015-11-12,Meridian Room,,,,,,,,,,0,Non-member Weekday Rate - Marketing Partner Discount,715002 Bike East Bay
,,,2015-11-12,Uptown,,,,,,,,,,0,Non-member Weekday Rate - Marketing Partner Discount,715002 Bike East Bay
,,,2015-11-12,Downtown,,,,,,,,,,0,Non-member Weekday Rate - Marketing Partner Discount,715002 Bike East Bay
,,,2015-11-12,East Oakland,,,,,,,,,,0,Non-member Weekday Rate - Marketing Partner Discount,715002 Bike East Bay
,,,2015-11-12,West Oakland,,,,,,,,,,0,Non-member Weekday Rate - Marketing Partner Discount,715002 Bike East Bay
,50,,2015-11-12,Set Up & Reset,,,,,,,2,,100,100,Non-member Weekday Rate - Marketing Partner Discount,715002 Bike East Bay
,40,,2015-11-12,IHO Staffing,,,,,,,6,,240,240,Non-member Weekday Rate - Marketing Partner Discount,715002 Bike East Bay
,300,,2015-11-12,Standard Janitorial/Waste Removal Fee,,,,,,,Flat Fee,,300,300,Non-member Weekday Rate - Marketing Partner Discount,715002 Bike East Bay
,,,2015-11-12,Additional Services As Needed,,,,,,,,,,,Non-member Weekday Rate - Marketing Partner Discount,715002 Bike East Bay
,40,,2015-11-12,Speciality A/V Sound Technician,,,,,,,5.5,,220,220,Non-member Weekday Rate - Marketing Partner Discount,715002 Bike East Bay
,,,2015-11-12,Coffee Service,,,,,,,,,,0,Non-member Weekday Rate - Marketing Partner Discount,715002 Bike East Bay
,,,2015-11-12,Compostable Dishware & Silverware,,,,,,,,,,,Non-member Weekday Rate - Marketing Partner Discount,715002 Bike East Bay
,,,2015-11-12,Security (Outsourced upon request),,,,,,,,,,,Non-member Weekday Rate - Marketing Partner Discount,715002 Bike East Bay
,,,2015-11-12,Total,,,,,,,,,2820,2076,Non-member Weekday Rate - Marketing Partner Discount,715002 Bike East Bay
,295,,2014-01-14,On Broadway,,,,,,2.5,,,737.5,737.5,Non Member Weekday Rate,2193_Rev1 Rosenberg Foundation
,,,2014-01-14,Atrium,,,,,,,,,,0,Non Member Weekday Rate,2193_Rev1 Rosenberg Foundation
,,,2014-01-14,Jingletown Lounge,,,,,,,,,,0,Non Member Weekday Rate,2193_Rev1 Rosenberg Foundation
,,,2014-01-14,OMI Gallery,,,,,,,,,,0,Non Member Weekday Rate,2193_Rev1 Rosenberg Foundation
,,,2014-01-14,Meridian Room,,,,,,,,,,0,Non Member Weekday Rate,2193_Rev1 Rosenberg Foundation
,,,2014-01-14,Uptown,,,,,,,,,,0,Non Member Weekday Rate,2193_Rev1 Rosenberg Foundation
,,,2014-01-14,Downtown,,,,,,,,,,0,Non Member Weekday Rate,2193_Rev1 Rosenberg Foundation
,,,2014-01-14,East Oakland,,,,,,,,,,0,Non Member Weekday Rate,2193_Rev1 Rosenberg Foundation
,,,2014-01-14,West Oakland,,,,,,,,,,0,Non Member Weekday Rate,2193_Rev1 Rosenberg Foundation
,,,2014-01-14,Early Set Up Fee,,,,,,,,,,0,Non Member Weekday Rate,2193_Rev1 Rosenberg Foundation
,50,,2014-01-14,Set Up & Break Down,,,,,,2,,,100,100,Non Member Weekday Rate,2193_Rev1 Rosenberg Foundation
,250,,2014-01-14,Standard Cleaning Fee,,,,,,Flat Fee,,,250,250,Non Member Weekday Rate,2193_Rev1 Rosenberg Foundation
,40,,2014-01-14,A/V Technician,,,,,,3,,,120,120,Non Member Weekday Rate,2193_Rev1 Rosenberg Foundation
,,,2014-01-14,Coffee Service ($10/thermos),,,,,,,,,,0,Non Member Weekday Rate,2193_Rev1 Rosenberg Foundation
,,,2014-01-14,,,,,,,,,,,0,Non Member Weekday Rate,2193_Rev1 Rosenberg Foundation
,,,2014-01-14,Total,,,,,,,,,1207.5,1207.5,Non Member Weekday Rate,2193_Rev1 Rosenberg Foundation
,315,,2014-12-13,On Broadway,,,,,,5,,,1575,1575,Non Member Weekend Rate,2165 Marie Bernardo_Rev1
,140,,2014-12-13,Atrium,,,,,,3,,,420,420,Non Member Weekend Rate,2165 Marie Bernardo_Rev1
,,,2014-12-13,Jingletown Lounge,,,,,,,,,0,0,Non Member Weekend Rate,2165 Marie Bernardo_Rev1
,,,2014-12-13,OMI Gallery,,,,,,,,,0,0,Non Member Weekend Rate,2165 Marie Bernardo_Rev1
,,,2014-12-13,Meridian Room,,,,,,,,,0,0,Non Member Weekend Rate,2165 Marie Bernardo_Rev1
,,,2014-12-13,Uptown,,,,,,,,,0,0,Non Member Weekend Rate,2165 Marie Bernardo_Rev1
,,,2014-12-13,Downtown,,,,,,,,,0,0,Non Member Weekend Rate,2165 Marie Bernardo_Rev1
,30,,2014-12-13,Weekend Staffing ,,,,,,5,,,150,150,Non Member Weekend Rate,2165 Marie Bernardo_Rev1
,75,,2014-12-13,Set Up & Break Down,,,,,,4,,,300,300,Non Member Weekend Rate,2165 Marie Bernardo_Rev1
,500,,2014-12-13,Large Party Janitorial Fee,,,,,,Flat Fee,,,500,500,Non Member Weekend Rate,2165 Marie Bernardo_Rev1
,,,2014-12-13,,,,,,,,,,,0,Non Member Weekend Rate,2165 Marie Bernardo_Rev1
,,,2014-12-13,Total,,,,,,,,,2945,2945,Non Member Weekend Rate,2165 Marie Bernardo_Rev1
,180,,2014-08-01,On Broadway,0.92,,,,,3.5,,,630,50.4,WITH EVENT,2106 LNA_WATER
,,,2014-08-01,Atrium,,,,,,,,,0,0,WITH EVENT,2106 LNA_WATER
,,,2014-08-01,Jingletown Lounge,,,,,,,,,0,0,WITH EVENT,2106 LNA_WATER
,,,2014-08-01,OMI Gallery,,,,,,,,,0,0,WITH EVENT,2106 LNA_WATER
,,,2014-08-01,Meridian Room,,,,,,,,,0,0,WITH EVENT,2106 LNA_WATER
,,,2014-08-01,Uptown,,,,,,,,,0,0,WITH EVENT,2106 LNA_WATER
